UnitName,Power
unit_0,0.0
unit_1,0.0
unit_2,0.0
unit_3,0.0
unit_4,0.0
unit_5,0.0
unit_6,0.0
unit_7,0.0
unit_8,0.0
unit_9,0.0
unit_10,6.75e-05
unit_11,0.0
unit_12,0.0
unit_13,0.0
unit_14,6.75e-05
unit_15,0.0002025
unit_16,0.00027
unit_17,6.75e-05
unit_18,0.00027
unit_19,0.0003375
unit_20,0.000135
unit_21,0.000135
unit_22,0.00027
unit_23,0.000135
unit_24,0.00027
unit_25,0.00027
unit_26,0.0002025
unit_27,0.0002025
unit_28,0.000135
unit_29,0.000135
unit_30,0.000135
unit_31,0.000135
unit_32,0.0
unit_33,0.0002025
unit_34,0.0002025
unit_35,0.00027
unit_36,0.00027
unit_37,0.00027
unit_38,0.0002025
unit_39,0.0003375
unit_40,0.0002025
unit_41,6.75e-05
unit_42,6.75e-05
unit_43,0.0
unit_44,6.75e-05
unit_45,0.0002025
unit_46,6.75e-05
unit_47,0.000135
unit_48,0.0003375
unit_49,0.000135
unit_50,0.00027
unit_51,0.0003375
unit_52,0.000135
unit_53,0.0002025
unit_54,0.00027
unit_55,0.0003375
unit_56,0.0003375
unit_57,0.0003375
unit_58,0.0003375
unit_59,0.0003375
unit_60,0.00027
unit_61,0.0003375
unit_62,0.0003375
unit_63,0.00027
unit_64,0.00027
unit_65,0.0003375
unit_66,0.0003375
unit_67,0.0003375
unit_68,0.0002025
unit_69,0.00027
unit_70,0.0003375
unit_71,0.00027
unit_72,0.0003375
unit_73,0.0003375
unit_74,0.0003375
unit_75,0.0003375
unit_76,0.0003375
unit_77,0.0003375
unit_78,0.00027
unit_79,0.0003375
unit_80,0.0003375
unit_81,0.0003375
unit_82,0.0003375
unit_83,0.0003375
unit_84,0.00027
unit_85,0.00027
unit_86,0.00027
unit_87,0.00027
unit_88,0.00027
unit_89,0.0003375
unit_90,0.00027
unit_91,0.0003375
unit_92,0.00027
unit_93,0.0002025
unit_94,0.0002025
unit_95,0.0002025
unit_96,0.0002025
unit_97,6.75e-05
unit_98,0.0
unit_99,0.0
unit_100,0.0
unit_101,0.0
unit_102,0.0
unit_103,0.0
unit_104,0.0
unit_105,0.0
unit_106,0.0
unit_107,0.0
unit_108,0.0
unit_109,0.0
unit_110,0.0
unit_111,0.0
unit_112,0.0
unit_113,0.0
unit_114,0.0
unit_115,0.0
unit_116,0.0
unit_117,0.0
unit_118,0.0
unit_119,0.0
unit_120,0.0
unit_121,0.0
unit_122,0.0
unit_123,0.0
unit_124,0.0
unit_125,0.0
unit_126,0.0
unit_127,0.0
unit_128,0.0
unit_129,0.0
unit_130,0.0
unit_131,0.0
unit_132,0.0
unit_133,0.0
unit_134,0.0
unit_135,0.0
unit_136,0.0002025
unit_137,0.0005400178800000001
unit_138,0.0005400257900000001
unit_139,0.00047251513
unit_140,0.00060751066
unit_141,0.00047251521999999995
unit_142,0.0006075268200000001
unit_143,0.00040503215999999984
unit_144,0.00047252140999999993
unit_145,0.00060752762
unit_146,0.00054003198
unit_147,0.0005400240700000001
unit_148,0.0004725227199999999
unit_149,0.0004725270999999999
unit_150,0.0005400285400000001
unit_151,0.0005400263100000002
unit_152,0.0004725303499999999
unit_153,0.0005400107500000001
unit_154,0.00040502031999999994
unit_155,0.0006750196900000001
unit_156,0.0005400223500000001
unit_157,0.0005400134100000001
unit_158,0.0007425044699999999
unit_159,0.0007424999999999999
unit_160,0.0006749999999999999
unit_161,0.0004725268199999999
unit_162,0.00047252578999999994
unit_163,0.00067501341
unit_164,0.00047252031999999995
unit_165,0.00067500447
unit_166,0.0004725223499999999
unit_167,0.00040503300999999986
unit_168,0.0006749999999999999
unit_169,0.0005400268200000002
unit_170,0.00074251341
unit_171,0.0005400089400000001
unit_172,0.00047251340999999997
unit_173,0.0006075223500000001
unit_174,0.0007425069099999999
unit_175,0.0007424999999999999
unit_176,0.0005400203200000001
unit_177,0.00067500894
